PCA,LDA,CA,Chi2,RFE,VT,NoReduction
0.810937167602711,0.810937167602711,0.843203236491822,0.7525381361380528,0.8535533905932737,0.8229875967499696,0.8638034375544994
0.8090909090909091,0.6430193883868388,0.7636363636363637,0.7683599177495504,0.8248940790279389,0.7959982656402433,0.7896254117555905
0.8165270824738287,0.7159090909090909,0.9128614119223852,0.837099931231621,0.8165270824738287,0.8248940790279389,0.8055876934430416
0.8808460138833356,0.7345376753117594,0.8808460138833356,0.9038901601830663,0.9038901601830663,0.8797531214579488,0.8561830072231693
0.8561830072231693,0.758725767461781,0.8834824944236852,0.7529411764705882,0.8535015315571226,0.8611861126478141,0.8611861126478141
0.8102003486344046,0.7192645048267573,0.8727496582054874,0.7879083998155492,0.763523138347365,0.816227766016838,0.7407407407407407
0.8074543873424751,0.6864242596248112,0.758725767461781,0.7602830511530061,0.8330434989426982,0.8102003486344046,0.7837905871272288
0.6988529196671015,0.6918806447200494,0.7407407407407407,0.8689323936863109,0.8601176461158031,0.9303314829119351,0.8727496582054874
0.794174202707276,0.696116135138184,0.7267246450770508,0.8757646803820504,0.8258212734958285,0.8042994529263601,0.7641225246773891
0.7800560168056019,0.6924500897298753,0.7886751345948129,0.864694247198107,0.9128614119223852,0.864694247198107,0.8935623258746016
0.8570714214271424,0.7485656794997484,0.7968978949580328,0.8080616184861622,0.8263888888888888,0.7777777777777778,0.7901459899995527
0.7886751345948129,0.715264192955723,0.8095238095238095,0.8229875967499696,0.8229875967499696,0.8229875967499696,0.8638034375544994
0.794684479244653,0.705225212438708,0.7426813358485378,0.7681621747213326,0.8206907110227839,0.7681621747213326,0.7681621747213326
0.8780756226875626,0.9049116271038635,0.7529411764705882,0.8290658197465823,0.8353105352955882,0.8290658197465823,0.9011764705882352
0.9068181818181817,0.8329551977662695,0.8590909090909091,0.8854070439897229,0.7850643816492033,0.8813850356982369,0.8590909090909091
0.8152963125472329,0.7182820625326997,0.7236067977499789,0.8638034375544994,0.8367876570272816,0.794174202707276,0.8367876570272816
0.8590909090909091,0.6720255883009938,0.8353105352955882,0.8132072416528331,0.8353105352955882,0.82024493467004,0.82024493467004
0.763100680279217,0.6906925178491184,0.7860387767736776,0.7020305089104422,0.7451451689227301,0.7236067977499789,0.715264192955723
0.8227486121839513,0.7830886905413801,0.8080616184861622,0.8080616184861622,0.8452301104163171,0.8080616184861622,0.7551551815399145
0.9047619047619048,0.6906925178491184,0.810937167602711,0.8152963125472329,0.8367876570272816,0.8587736549262048,0.8367876570272816
0.7743977362280141,0.7259344597233847,0.7224198467657375,0.6681211048094585,0.6988529196671015,0.6956972028528157,0.6988529196671015
0.8601176461158031,0.7116704805491991,0.7367785320221084,0.7131104341734806,0.7345376753117594,0.7345376753117594,0.7103657536716077
0.8578132236660672,0.6924500897298753,0.8538365731701862,0.8538365731701862,0.8345193313156546,0.8538365731701862,0.9033736934140122
0.8570714214271424,0.7683599177495504,0.7590518155451818,0.8263888888888888,0.875,0.8935623258746016,0.864694247198107
0.8392857142857143,0.7551551815399145,0.8466876226407682,0.794684479244653,0.794684479244653,0.8689323936863109,0.816227766016838
0.8601176461158031,0.7688787185354691,0.7099971475810868,0.8797531214579488,0.8329551977662695,0.8797531214579488,0.9038901601830663
0.8061862178478973,0.7547623326825341,0.8042994529263601,0.7797154638927579,0.8042994529263601,0.8055555555555556,0.8061862178478973
0.8445604810968458,0.7800560168056019,0.7800560168056019,0.8445604810968458,0.8638034375544994,0.8931226965534482,0.8570714214271424
0.8367876570272816,0.7485656794997484,0.9027777777777778,0.9027777777777778,0.9033736934140122,0.9303314829119351,0.9303314829119351
0.7761073959850533,0.6482358128427483,0.6759910528371629,0.806023142716148,0.7485752819076588,0.8772968873135194,0.8258473117707668
0.8290658197465823,0.7310462138646217,0.8096460589417889,0.8290658197465823,0.8042994529263601,0.8541666666666667,0.8314209059996645
0.8329551977662695,0.6938437795214583,0.8854070439897229,0.7850643816492033,0.7371735655321372,0.8314209059996645,0.763100680279217
0.7830886905413801,0.7097865979195684,0.7551551815399145,0.8061862178478973,0.7053959590644373,0.7586467632663285,0.7824829908887749
0.8638034375544994,0.8258473117707668,0.7285604313451608,0.9049116271038635,0.9505882352941176,0.9536402469845577,0.8757646803820504
0.6864242596248112,0.6061509719510558,0.9027777777777778,0.9027777777777778,0.8096460589417889,0.8314209059996645,0.8578132236660672
0.6978864293012581,0.6247139588100686,0.6390553286981814,0.6594856192119963,0.6889726261795799,0.6490541186993708,0.6889726261795799
0.7830886905413801,0.7310462138646217,0.7569444444444444,0.8061862178478973,0.8538365731701862,0.8538365731701862,0.8538365731701862
0.8538365731701862,0.8096460589417889,0.8572172541558801,0.8572172541558801,0.8572172541558801,0.829920803565817,0.8572172541558801
0.8511066249289032,0.6784103100350158,0.7691407440783693,0.7549249642552305,0.7485752819076588,0.7341654985166467,0.7341654985166467
0.7586467632663285,0.6521451548625461,0.734489524805271,0.5670025210172808,0.7547623326825341,0.5968245836551854,0.6797753023507077
0.851764705882353,0.6961121570829267,0.8000871333158077,0.8297949452043694,0.8535015315571226,0.8535015315571226,0.8507042401401608
0.8538365731701862,0.9330127018922193,0.8096460589417889,0.9303314829119351,0.9303314829119351,0.9529108136578384,0.9529108136578384
0.9257080872682723,0.8248940790279389,0.8822964107581677,0.8330434989426982,0.794174202707276,0.8330434989426982,0.8132072416528331
0.864694247198107,0.8452301104163171,0.8165270824738287,0.8367876570272816,0.7968978949580328,0.7901459899995527,0.8080616184861622
0.7968978949580328,0.7208237986270023,0.7888072211423767,0.8072443546584047,0.8260176711065491,0.7888072211423767,0.7888072211423767
0.8260176711065491,0.7688787185354691,0.9066101422496988,0.8452301104163171,0.8452301104163171,0.8935623258746016,0.9130434782608696
0.8096460589417889,0.6720255883009938,0.7405626121623441,0.8935623258746016,0.9059803883903454,0.9764175523745178,0.9128614119223852
0.843203236491822,0.7259344597233847,0.8622919586282771,0.7641225246773891,0.7345376753117594,0.7758093620524948,0.8248940790279389
0.875,0.7614788942175106,0.8314209059996645,0.9128614119223852,0.875,0.8165270824738287,0.8849001794597505
0.7383656473113981,0.6459529634043921,0.7613636363636364,0.6776399281016069,0.6776399281016069,0.7417345956385244,0.7417345956385244
0.8507042401401608,0.7602830511530061,0.829920803565817,0.8727496582054874,0.9013213469645138,0.8801261432388761,0.9013213469645138
0.6612685277003927,0.7182820625326997,0.8561830072231693,0.7959982656402433,0.8353105352955882,0.777289051225855,0.7959982656402433
0.9066101422496988,0.7087385310274659,0.8375162278726567,0.8072443546584047,0.8854070439897229,0.8854070439897229,0.8854070439897229
0.7581644701123021,0.6956972028528157,0.8439179697143973,0.7681621747213326,0.7681621747213326,0.8276971146978933,0.7681621747213326
0.8215879404125774,0.7426813358485378,0.8248940790279389,0.8485576923076923,0.8466876226407682,0.8206907110227839,0.8727496582054874
0.8692668746196415,0.6290994448735805,0.8507042401401608,0.8416513011144517,0.816227766016838,0.8166666666666667,0.8689323936863109
0.8113636363636363,0.7060940258104234,0.7613636363636364,0.8578132236660672,0.8353105352955882,0.8411211461689767,0.8708099243547831
0.8641785203646148,0.794684479244653,0.8382550457458692,0.8986907660368835,0.8572172541558801,0.8689323936863109,0.8772968873135194
0.8411211461689767,0.7494700264914546,0.8387245186237752,0.8507042401401608,0.8507042401401608,0.8962962962962964,0.8801261432388761
0.7267246450770508,0.690029237516523,0.696116135138184,0.7267246450770508,0.6852847634962899,0.7345376753117594,0.7150378077019451
0.7758093620524948,0.6503116192704361,0.8248940790279389,0.7865349415468779,0.7865349415468779,0.7865349415468779,0.7865349415468779
0.7830886905413801,0.5556955570435155,0.7837905871272288,0.8074543873424751,0.9049116271038635,0.8074543873424751,0.7837905871272288
0.864694247198107,0.700233464041464,0.864694247198107,0.8367876570272816,0.9128614119223852,0.8096460589417889,0.8367876570272816
0.9174671797325463,0.8535015315571226,0.8206907110227839,0.8885941644562334,0.8641785203646148,0.9188052984193071,0.8885941644562334
0.8102003486344046,0.5976187060183953,0.8801261432388761,0.8727496582054874,0.8689323936863109,0.8962962962962964,0.8727496582054874
0.7381861043823833,0.6503116192704361,0.7259344597233847,0.6820364109236412,0.6410616734691785,0.7310462138646217,0.7381861043823833
0.6852847634962899,0.6061509719510558,0.7758778666096066,0.8538365731701862,0.8042994529263601,0.7837905871272288,0.8757646803820504
0.9038901601830663,0.7417345956385244,0.8808460138833356,0.9038901601830663,0.9519450800915332,0.9287368300004017,0.8808460138833356
0.8102003486344046,0.7797154638927579,0.9481481481481482,0.8727496582054874,0.8689323936863109,0.8444444444444444,0.8444444444444444
0.8578132236660672,0.8337119062359573,0.8096460589417889,0.8578132236660672,0.7860387767736776,0.8096460589417889,0.8096460589417889
0.7317617911810721,0.549029033784546,0.7667891875399663,0.7667891875399663,0.8587736549262048,0.7732971972499743,0.8367876570272816
0.8931226965534482,0.6988738347270385,0.7867483198389857,0.7182820625326997,0.8074543873424751,0.7800560168056019,0.8074543873424751
0.8329551977662695,0.7208237986270023,0.7888072211423767,0.8169336384439359,0.8747462909872433,0.7968978949580328,0.8649885583524027
0.7451451689227301,0.7383656473113981,0.7667891875399663,0.8726779962499649,0.8347670317059931,0.7732971972499743,0.8152963125472329
0.8096460589417889,0.7405626121623441,0.7485656794997484,0.9303314829119351,0.8797531214579488,0.7347564750830957,0.8541666666666667
0.6798318114644666,0.758725767461781,0.8329551977662695,0.7579914428429353,0.7968978949580328,0.7579914428429353,0.8169336384439359
0.7860387767736776,0.5727606875108999,0.7886751345948129,0.7732971972499743,0.8367876570272816,0.8587736549262048,0.843203236491822
0.8329551977662695,0.6906925178491184,0.6181818181818182,0.8132072416528331,0.6918806447200494,0.7261335084333227,0.6964232866735123
0.747436050183641,0.7667891875399663,0.7381861043823833,0.7867483198389857,0.7867483198389857,0.7667891875399663,0.7959982656402433
0.7850643816492033,0.7688787185354691,0.8561830072231693,0.8074543873424751,0.8601176461158031,0.7875167888839888,0.8102003486344046
0.8353105352955882,0.7310462138646217,0.8931226965534482,0.8353105352955882,0.777289051225855,0.8260176711065491,0.8152963125472329
0.7968978949580328,0.5831997403622071,0.8375162278726567,0.8587736549262048,0.8329551977662695,0.8375162278726567,0.8587736549262048
0.8169336384439359,0.715264192955723,0.810937167602711,0.763100680279217,0.8375162278726567,0.8649885583524027,0.8375162278726567
0.8353105352955882,0.7182820625326997,0.7381861043823833,0.8445604810968458,0.8074543873424751,0.8638034375544994,0.8260176711065491
0.7614788942175106,0.7201927530252721,0.8353105352955882,0.9287368300004017,0.8838727507521906,0.8808460138833356,0.8132072416528331
0.8229875967499696,0.7860387767736776,0.7886751345948129,0.8152963125472329,0.8587736549262048,0.8367876570272816,0.8152963125472329
0.8649885583524027,0.6612685277003927,0.6727688787185355,0.8077803203661327,0.8587736549262048,0.8587736549262048,0.9038901601830663
0.82024493467004,0.6964232866735123,0.7150378077019451,0.7913743123526675,0.7641225246773891,0.7641225246773891,0.7381861043823833
0.7860387767736776,0.7371735655321372,0.7133117294932323,0.7614788942175106,0.7867483198389857,0.7867483198389857,0.7150378077019451
0.715264192955723,0.6906925178491184,0.8587736549262048,0.8229875967499696,0.8152963125472329,0.7732971972499743,0.794174202707276
0.7867483198389857,0.7614788942175106,0.7417345956385244,0.8165270824738287,0.7896254117555905,0.7959982656402433,0.7417345956385244
0.8587736549262048,0.6924500897298753,0.7832644114435326,0.7020305089104422,0.8152963125472329,0.794174202707276,0.8152963125472329
0.7913743123526675,0.7613636363636364,0.8511066249289032,0.8511066249289032,0.8411211461689767,0.8511066249289032,0.82024493467004
0.8797531214579488,0.6612685277003927,0.7837905871272288,0.7875167888839888,0.8102003486344046,0.7602830511530061,0.8382550457458692
0.7417345956385244,0.6906925178491184,0.7683599177495504,0.7683599177495504,0.7860387767736776,0.8337119062359573,0.7896254117555905
0.8808460138833356,0.7613636363636364,0.7867483198389857,0.8113636363636363,0.8590909090909091,0.8854070439897229,0.8090909090909091
0.7850643816492033,0.6421338109037402,0.7636363636363637,0.7860387767736776,0.7136363636363636,0.7383656473113981,0.7860387767736776
0.7208237986270023,0.763100680279217,0.7485656794997484,0.6889726261795799,0.777289051225855,0.7968978949580328,0.7968978949580328
0.8258473117707668,0.686040275160228,0.7321428571428572,0.7696799449852969,0.7696799449852969,0.8258473117707668,0.8466876226407682
0.8077803203661327,0.7347564750830957,0.810937167602711,0.8558352402745996,0.9066101422496988,0.9038901601830663,0.9038901601830663
